"","team","projected_position","avgheight","avgweight","avgbroad","avgarm","avgfourty","avgten","avgthree","avgshuttle","avgvert","minheight","maxheight","minweight","maxweight","minbroad","maxbroad","minarm","maxarm","minfourty","maxfourty","minten","maxten","minthree","maxthree","minshuttle","maxshuttle","minvert","maxvert","players"
"125","DET","HB",69.8,208.6,124.51,30.97,4.48,1.58,6.94,4.23,36.98,68.2,73,190,227,115,131,29.9,32.6,4.36,4.68,1.52,1.64,6.79,7.38,3.95,4.4,31,42.5,10
"126","DET","LB",74.3,241.8,121.08,32.23,4.68,1.62,7.14,4.3,36,71,77,230,250,110,129,30.1,33.5,4.52,4.86,1.54,1.71,6.74,7.4,4.16,4.57,32,39.5,11
"127","DET","QB",75.1,214.6,111,32.82,4.88,1.75,7.09,4.22,29,75,76,207,217,111,111,32,33,4.88,4.88,1.75,1.75,7.09,7.09,4.22,4.22,29,29,3
"128","DET","S",72.8,204.1,122.89,31.89,4.56,1.58,6.95,4.28,35.5,71.2,73.9,180,240,110,128,30.4,33.5,4.41,5,1.52,1.7,6.78,7.05,4.12,4.45,27.5,39,7
"129","DET","T",77.7,318.9,103.77,33.58,5.16,1.8,7.77,4.73,28.06,76.6,79,309,331,98,109,33.2,35.6,5.02,5.34,1.77,1.87,7.7,8.4,4.68,4.83,26.5,31,6
"130","DET","TE",76.2,251.5,120.05,32.44,4.68,1.64,7.2,4.34,34,75,77.8,244,278,96,123,31.1,33.2,4.59,5.19,1.59,1.82,6.91,8.15,4.18,4.9,25.5,37.5,7
"131","DET","WR",72.5,190.2,123.03,31.54,4.5,1.58,6.93,4.28,35.58,69.5,76,174,218,119,127,29.5,33.8,4.34,4.73,1.54,1.67,6.81,7.2,4.15,4.48,31.5,38.5,11
"132","GB","C",76.2,305.6,111.46,32.58,5.09,1.75,7.42,4.57,29.99,74.6,77.1,296,310,107,118,32,33.4,4.94,5.5,1.63,1.95,7.32,7.48,4.47,4.69,27,33,5
"133","GB","CB",71.8,195.6,123.1,31.25,4.45,1.55,6.82,4.11,37.17,70.2,75,184,205,109,128,30.2,32.8,4.34,4.63,1.5,1.62,6.56,7.19,3.89,4.36,30.5,39.5,13
"134","GB","DI",75.1,301.8,108.62,32.53,4.94,1.7,7.51,4.6,29.47,72.5,77.8,283,333,102,114,31,34.5,4.77,5.49,1.6,1.84,7.16,7.91,4.32,5,26.5,35.5,16
"135","GB","ED",76.1,267.2,119.68,33.58,4.64,1.61,7.2,4.4,35.31,74.1,77.1,245,277,106,131,30.6,34.8,4.45,4.95,1.55,1.7,6.92,7.51,4.29,4.66,31,40,11
"136","GB","G",76.5,311.6,106.4,33.12,5.18,1.79,7.71,4.73,29.65,76.1,77,305,321,97,110,32,34,5.08,5.33,1.77,1.84,7.55,7.86,4.62,4.88,28,33.5,6
"137","GB","HB",71.4,224.5,122.9,31.32,4.53,1.6,7.1,4.27,36.01,69.5,72.4,205,247,114,131,30,32.5,4.45,4.59,1.51,1.65,6.82,7.43,4.15,4.53,30,41,11
"138","GB","LB",74.3,239.6,120.62,32.14,4.62,1.63,7.02,4.28,33.84,70.6,75.8,227,250,104,131,30.2,34,4.51,4.76,1.59,1.77,6.82,7.35,4.15,4.45,28.5,39.5,11
"139","GB","QB",75.3,223.8,117.55,32.32,4.71,1.64,7.09,4.37,34.43,74,75.8,218,233,109,120,31.6,32.6,4.59,4.94,1.6,1.72,6.84,7.21,3.98,4.52,29.5,36,4
"140","GB","S",72.2,206.5,124.33,31.38,4.47,1.59,7.04,4.22,36.35,70.8,74.9,197,230,119,136,30.6,33.4,4.36,4.58,1.55,1.65,6.69,7.5,4.14,4.46,33,39.5,7
"141","GB","T",77.2,309.3,104.74,34.35,5.1,1.8,7.61,4.6,29.01,75.6,78,299,321,97,115,33.4,35.4,4.94,5.32,1.7,1.87,7.34,7.91,4.44,4.75,25.5,33.5,9
"142","GB","TE",76.2,250.8,118.81,32.31,4.71,1.63,7.14,4.38,33.99,74.1,78,242,257,113,125,31.5,32.9,4.61,4.87,1.54,1.7,7.08,7.23,4.29,4.49,31.5,36,8
"143","GB","WR",73.1,203.1,124.26,31.83,4.48,1.57,6.9,4.24,35.89,69.5,76.8,187,220,115,136,30.4,33.5,4.36,4.62,1.45,1.65,6.56,7.19,3.98,4.34,30.5,39.5,19
"144","HOU","C",75.5,301.1,101.17,32.65,5.26,1.81,7.75,4.76,29.98,74.6,77,299,306,97,106,31.4,33.2,5.22,5.35,1.79,1.86,7.57,7.96,4.72,4.82,28,32,4
"145","HOU","CB",71.3,190.6,122.94,30.85,4.5,1.62,6.84,4.06,37.16,69.5,73.9,187,206,113,130,29.1,33,4.41,4.62,1.55,1.81,6.69,7.2,3.89,4.68,31,41.5,7
"146","HOU","DI",75.8,297.9,109.87,33.29,4.98,1.75,7.49,4.51,31.88,73.5,77.4,279,331,97,120,32,36,4.81,5.42,1.68,1.89,6.88,8.29,4.21,4.94,25.5,37,10
"147","HOU","ED",75.8,262.6,119.55,33.84,4.64,1.62,7.22,4.43,34.66,73.2,77.2,222,310,113,124,31,34.9,4.51,4.87,1.58,1.72,7.06,7.43,4.28,4.53,30.5,38.5,11
"148","HOU","G",76.6,322.1,104.47,33.81,5.1,1.76,7.71,4.74,27.53,75.9,77.9,302,346,102,112,33.4,34.4,4.97,5.24,1.73,1.79,7.37,7.93,4.45,5.12,26,32,5
"149","HOU","HB",71.4,217.7,122.37,30.95,4.53,1.6,7.24,4.38,34.32,69.6,74.4,192,233,119,130,29.8,32.4,4.41,4.83,1.56,1.72,7.03,7.53,4.29,4.5,27,39,6
"150","HOU","LB",74.4,242.5,124.02,33.36,4.6,1.6,7.08,4.28,36.01,72.5,76.1,220,253,116,132,30.9,34.4,4.44,4.67,1.53,1.64,6.87,7.21,4.12,4.4,32,40.5,7
"151","HOU","QB",74.9,217.7,113.39,32.49,4.78,1.67,7,4.32,31.35,74.5,75.9,214,228,104,119,31.4,33,4.66,5.06,1.6,1.77,6.95,7.33,4.12,4.4,27,32.5,5
"152","HOU","S",72,201,122.61,31.19,4.5,1.57,6.87,4.16,36.57,70,75,188,219,110,129,30,32.6,4.39,4.74,1.5,1.67,6.55,7.27,3.9,4.47,28,38.5,10
"153","HOU","T",77.4,316,105.35,34.55,5.14,1.8,8.04,4.84,28.57,76.4,79.6,304,322,100,112,33.1,36.5,4.84,5.45,1.59,1.88,7.3,8.34,4.55,5,25.5,29.5,8
"154","HOU","TE",76.7,256.1,118,33.18,4.75,1.64,7.21,4.35,33.14,74.5,78.8,247,265,111,122,32.8,34.1,4.67,4.94,1.59,1.76,7.01,7.5,4.25,4.75,27,36.5,7
"155","HOU","WR",72.4,197.4,121.06,31.62,4.45,1.56,6.94,4.27,36.13,69,76.1,164,217,113,126,29.9,34.1,4.32,4.62,1.5,1.63,6.65,7.34,4.07,4.62,32.5,42,14
"156","IND","C",75.8,308,104.09,33.13,5.08,1.77,7.62,4.62,29.73,74.1,76.2,298,311,99,110,30.2,33.6,4.91,5.36,1.73,1.83,7.52,7.76,4.53,4.74,27.5,30,4
"157","IND","CB",73,198.1,125.24,32.26,4.48,1.57,6.95,4.22,37.04,69.6,75,170,211,118,138,30.4,34,4.28,4.59,1.48,1.65,6.63,7.31,4.01,4.47,32,42,11
"158","IND","DI",75,304.1,111.1,32.73,4.99,1.74,7.6,4.54,30.41,72.6,78.2,282,347,103,125,31,34,4.49,5.38,1.61,1.85,7.13,8.28,4.19,4.82,26,37.5,11
"159","IND","ED",75.5,259.7,119.59,33.62,4.67,1.63,7.13,4.34,34.47,73,77,224,276,111,134,32.5,35.2,4.52,4.83,1.57,1.69,6.75,7.31,4.2,4.63,31,40,13
"160","IND","G",76.9,320.7,103.8,33.85,5.26,1.83,7.68,4.65,26.67,74.9,78.4,307,339,98,115,32.5,34.6,5.11,5.37,1.74,1.9,7.45,8.05,4.53,4.99,26,31,7
"161","IND","HB",69.8,215.6,120.36,31.02,4.47,1.56,7.04,4.26,35.59,67.9,72.6,195,226,113,125,29.8,32,4.38,4.7,1.52,1.66,6.9,7.24,4.07,4.58,32,37,9
"162","IND","LB",73.2,234.9,117.2,32.85,4.73,1.67,7.33,4.38,34.4,72,74,221,244,111,122,30.4,34.5,4.58,5.1,1.55,1.82,6.97,7.69,4.22,4.64,30,38,8
"163","IND","QB",76,237,124.35,32.63,4.56,1.61,6.9,4.34,37,73,77.9,219,244,110,129,30.4,32.9,4.43,4.89,1.53,1.73,6.78,7.5,4.15,4.75,27.5,40.5,5
"164","IND","S",72.3,205.8,124.5,31.53,4.46,1.56,7.01,4.19,37.31,70,73.8,187,218,118,130,30.2,32.2,4.34,4.55,1.46,1.64,6.75,7.21,4.02,4.27,34.5,41,9
"165","IND","T",78.2,313.3,110.46,33.7,5.17,1.77,7.69,4.71,30.14,75.6,80.4,297,353,92,123,32.2,36.1,4.89,5.58,1.68,1.91,7.2,8.31,4.47,5.21,23.5,37,11
"166","IND","TE",76.8,252.7,118.47,33.2,4.64,1.61,7.06,4.35,35.68,73.4,79.1,239,269,110,129,32.2,34.1,4.51,4.94,1.56,1.73,6.95,7.31,4.3,4.52,31.5,37.5,7
"167","IND","WR",72.6,201.9,126.32,32,4.41,1.54,6.92,4.2,37.9,69,77,171,226,115,135,30.2,34.2,4.31,4.54,1.46,1.65,6.7,7.28,4.03,4.38,32.5,42.5,12
"168","JAX","C",76.9,307.9,100.87,33.72,5.27,1.82,7.73,4.83,25.32,76.1,77.6,302,311,99,102,33.1,34.5,5.21,5.35,1.77,1.88,7.53,7.77,4.71,4.95,24,27,3
"169","JAX","CB",72,198.1,126.78,32.03,4.42,1.55,6.94,4.22,38.07,69.2,74.4,177,209,105,135,29.4,33.9,4.28,4.55,1.48,1.69,6.7,7.27,4.07,4.45,33.5,41.5,16
"170","JAX","DI",75.1,302.1,108.14,32.77,5.04,1.73,7.48,4.48,31.46,72.6,77,291,328,96,119,32,33.6,4.97,5.15,1.68,1.82,7.12,7.9,2.88,4.83,25.5,35,8
"171","JAX","ED",75.5,262.4,118.45,33.87,4.64,1.61,7.21,4.38,33.62,73,77.6,237,279,112,129,32.2,35.5,4.47,5.11,1.54,1.77,6.89,7.82,4.25,4.8,28.5,37.5,12
"172","JAX","G",75.7,310.1,104.56,32.92,5.34,1.81,7.91,4.9,28.27,75,77.8,304,313,99,109,32.6,33.2,5.11,5.39,1.79,1.9,7.9,7.91,4.71,4.94,23.5,32.5,4
"173","JAX","HB",71.6,224.4,120.99,31.5,4.51,1.58,7.13,4.23,31.93,70.1,73.2,199,240,114,128,30.2,32.6,4.41,4.61,1.54,1.67,7.02,7.19,4.22,4.29,28.5,36.5,8
"174","JAX","LB",73.6,237.6,123.24,32.61,4.65,1.61,7.03,4.29,36.11,71.5,75,218,246,108,129,31.2,33.6,4.48,4.74,1.57,1.71,6.92,7.14,4.09,4.57,30.5,40,9
"175","JAX","QB",76.9,224.2,116.67,32.27,4.82,1.7,7.03,4.27,32.51,72.9,78.1,213,234,110,120,31.2,33,4.61,4.98,1.62,1.75,6.84,7.85,4.21,4.6,28,33.5,7
"176","JAX","S",72.7,212.1,122.43,32.58,4.57,1.56,7.02,4.22,36.34,70,74.1,198,225,118,134,31.9,33.4,4.39,4.64,1.52,1.62,6.64,7.25,2.83,4.44,31,39.5,8
"177","JAX","T",77.7,311.7,106.71,34.54,5.21,1.82,7.53,4.69,28.42,76,79.5,306,322,105,111,33.8,35.5,4.98,5.3,1.77,1.86,7.4,7.81,4.59,4.82,26,31.5,6
"178","JAX","TE",76.4,250.5,118.92,32.48,4.69,1.63,7.21,4.44,34.81,75.4,77.5,238,255,111,124,31.1,33.5,4.63,4.79,1.53,1.69,7.07,7.32,4.25,4.52,30,36.5,6
"179","JAX","WR",72.6,203.6,123.43,31.77,4.49,1.57,6.99,4.21,36.4,67,77.6,173,227,114,129,29,33.8,4.34,4.6,1.51,1.63,6.5,7.2,4,4.38,32,40,12
"180","KC","C",75.9,305,106.48,32.41,5.16,1.83,7.69,4.61,29.8,74.4,77.4,299,312,95,112,32.2,32.5,5.04,5.27,1.73,1.9,7.4,8.03,4.35,4.96,25.5,33,4
"181","KC","CB",71.7,197.4,123.28,31.22,4.48,1.57,6.96,4.16,36.59,70.1,74.9,189,216,115,134,29.8,32.9,4.37,4.74,1.49,1.66,6.62,7.18,4,4.44,33,41,18
"182","KC","DI",75.1,320,104.9,32.96,5,1.72,7.73,4.66,29.13,72.4,77.8,271,346,93,117,31.5,34.5,4.71,5.33,1.62,1.9,7.09,8.17,4.31,5.06,23,37.5,11
"183","KC","ED",75.5,263.8,121.83,33.74,4.72,1.65,7.17,4.42,35.06,74,79,235,289,110,129,32.5,35.6,4.59,4.87,1.56,1.7,6.94,7.63,2.84,4.73,30,41,11
"184","KC","G",76.8,310.7,100.72,33.52,5.22,1.82,7.93,4.92,27.18,75.9,78.2,298,322,97,112,32.2,35,5.11,5.32,1.77,1.87,7.43,8.11,4.66,5.16,24.5,31,7
"185","KC","HB",69.2,212.7,120.94,29.81,4.53,1.58,7.09,4.41,36.78,67.2,71.4,198,227,114,126,29,31.4,4.37,4.62,1.49,1.6,6.93,7.22,4.27,4.53,32.5,39.5,7
"186","KC","LB",73.1,238.9,121.59,32,4.6,1.62,7.13,4.31,34.81,71.1,74.6,223,250,111,136,31,33.4,4.46,4.77,1.5,1.71,6.64,7.4,3.94,4.51,30,40.5,8
"187","KC","QB",74.2,221.9,111.23,32.93,4.82,1.66,6.89,4.17,30.73,72,76,207,225,98,114,32,33.2,4.78,4.96,1.64,1.71,6.88,6.95,4.08,4.43,30,32.5,4
"188","KC","S",71.4,202.3,129.42,31.27,4.46,1.56,7,4.22,40.45,70.2,72.2,199,205,120,141,30.4,31.8,4.38,4.51,1.52,1.57,6.86,7.25,4.05,4.37,35,44,5
"189","KC","T",78.6,308.1,114.95,34.6,5.04,1.71,7.58,4.51,29.68,77,79.2,306,315,111,116,34.2,35.1,4.94,5.1,1.68,1.73,7.52,7.59,4.44,4.78,28.5,35.5,4
"190","KC","TE",76.3,250.2,120.37,31.51,4.63,1.61,7.05,4.4,35,75,76.9,240,255,115,124,31.4,31.6,4.57,4.68,1.61,1.61,6.83,7.2,4.37,4.42,35,35,3
"191","KC","WR",72.3,202.3,126.5,31.72,4.43,1.55,6.9,4.22,37.73,68.1,76.4,174,228,119,139,29.9,33.8,4.29,4.59,1.46,1.66,6.53,7.13,3.98,4.32,32,45,13
"192","LA","C",74.7,303,99,32.38,5.38,1.87,7.81,4.71,26.5,73,76.5,300,306,99,99,32.4,32.4,5.34,5.43,1.87,1.87,7.81,7.81,4.71,4.71,26.5,26.5,2
"193","LA","CB",70.3,191.5,122.44,31.65,4.48,1.58,6.98,4.21,37.03,67,73.9,178,204,114,133,29,33.2,4.38,4.79,1.47,1.66,6.45,7.26,3.97,4.4,31,43,11
"194","LA","DI",74.7,303.6,108.48,33.36,5.02,1.72,7.36,4.6,29.81,72.6,77,285,322,96,116,31.2,35,4.69,5.31,1.63,1.83,7.08,8.03,4.39,4.81,26.5,33,8
"195","LA","ED",75.4,259.5,121.36,33.61,4.69,1.66,7.03,4.4,34.3,71.4,77.2,235,283,106,130,32.4,34.5,4.5,5.03,1.53,1.85,4.8,7.44,4.31,4.7,25.5,40,14
"196","LA","G",76.4,320.3,102.2,33.54,5.2,1.81,7.73,4.65,27.58,73.8,78.2,301,338,98,112,33,34.6,4.9,5.58,1.71,1.94,7.41,7.87,4.22,4.9,23.5,31,8
"197","LA","HB",70.4,211.1,120.93,30.83,4.49,1.52,6.95,4.31,34.78,68.4,72.6,192,222,116,135,28.6,31.6,4.39,4.65,1.42,1.58,6.7,7.13,4.12,4.51,32,40.5,11
"198","LA","LB",73.9,237.5,121.48,32.99,4.7,1.63,7.19,4.32,34.64,70.9,77,211,250,116,126,30.5,35.2,4.56,4.91,1.48,1.69,6.88,7.48,4.04,4.39,30.5,38.5,11
"199","LA","QB",75.7,214.9,110.38,32.44,4.85,1.69,7.2,4.43,28.38,71,77.6,192,229,105,118,28.9,33.5,4.67,5.14,1.59,1.87,7.17,7.43,4.2,4.47,27,33.5,4
"200","LA","S",72.6,209.2,122.34,31.56,4.6,1.59,6.75,4.19,36.8,70,74.5,191,220,114,136,29.5,33.1,4.41,4.78,1.47,1.7,4.13,7.16,3.99,4.51,31,43,13
"201","LA","T",77.2,323.4,107.92,34.52,5.1,1.79,7.83,4.8,28.59,73.9,79.4,306,332,96,116,33.5,35,4.92,5.48,1.72,1.92,7.36,8.28,4.61,4.88,24.5,33.5,9
"202","LA","TE",75.9,243.2,122.16,32.67,4.66,1.64,7.03,4.27,35.39,74.9,78,239,249,115,126,32,34,4.62,4.84,1.6,1.69,6.88,7.31,4.15,4.45,30.5,38.5,6
"203","LA","WR",72.3,195.3,119.58,31.7,4.47,1.58,6.88,4.12,33.67,68.5,77,155,220,115,133,29.2,34.2,4.34,4.65,1.49,1.66,6.54,7.32,3.88,4.38,31,40.5,16
"204","LAC","C",76.2,301.2,111,32.24,5.12,1.75,7.5,4.69,33.5,72.9,77,298,310,111,111,31.8,32.5,5.09,5.18,1.75,1.75,7.5,7.5,4.69,4.69,33.5,33.5,3
"205","LAC","CB",70.3,189.2,124.46,30.69,4.43,1.53,6.86,4.12,36.88,68.9,72.6,180,210,113,136,29.8,32.2,4.38,4.6,1.47,1.63,6.67,7.3,4,4.52,33,40.5,9
"206","LAC","DI",75.6,302.4,107.44,33.42,5,1.74,7.55,4.57,30.32,73.2,78.5,293,337,88,115,31.8,34.4,4.82,5.47,1.69,1.86,7.31,8,4.33,4.75,26,34.5,9
"207","LAC","ED",75.3,260.9,117.61,32.77,4.76,1.65,7.05,4.34,33.18,73.5,77.2,244,280,111,120,31,33.8,4.57,4.92,1.55,1.8,6.89,7.44,4.21,4.68,31.5,37.5,10
"208","LAC","G",75.5,317.7,107.18,34.1,5.23,1.83,7.56,4.73,28.48,74,76.6,303,339,98,112,32.2,36.6,4.98,5.52,1.74,2.03,7.38,7.96,4.46,5,24,32,10
"209","LAC","HB",71.7,212.8,121.34,31.9,4.54,1.62,7.03,4.19,33.58,68,74.1,199,228,108,126,29.6,32.4,4.4,4.7,1.55,1.73,6.75,7.27,4.07,4.47,30,38.5,9
"210","LAC","LB",73.5,236.7,119.73,32.31,4.67,1.62,7.06,4.28,34.46,70.8,75.8,218,254,113,129,31,33.9,4.44,4.84,1.53,1.73,6.67,7.21,4.14,4.35,31.5,38,11
"211","LAC","QB",77.3,232.9,121.45,32.64,4.68,1.62,7.03,4.42,34.66,73,78.2,207,236,112,123,30.4,32.9,4.52,4.97,1.55,1.71,6.65,7.26,4.05,4.55,29,35.5,4
"212","LAC","S",72.3,206.1,125.96,31.98,4.49,1.59,7.11,4.25,37.85,70,74.1,195,215,118,132,30.9,33,4.36,4.62,1.54,1.67,6.81,7.34,4.08,4.37,32,40,7
"213","LAC","T",76.8,305,112.02,33.25,4.98,1.71,7.54,4.52,32.24,76.2,78.1,298,311,107,114,32.8,34,4.88,5.27,1.68,1.8,7.48,7.84,4.45,4.7,26,33.5,4
"214","LAC","TE",76.8,246.4,117.13,33.03,4.68,1.61,7.16,4.41,32.77,76,77.8,238,250,113,126,32.2,34.5,4.68,4.68,1.6,1.62,7.16,7.16,4.41,4.41,31.5,35.5,3
"215","LAC","WR",73.7,206.3,124.37,32.49,4.53,1.61,7.04,4.26,35,68,75.6,163,226,114,134,29.1,33.6,4.36,4.68,1.46,1.66,6.56,7.31,4.03,4.38,30.5,40.5,10
"216","LV","C",75,303,105,32.12,5.3,1.68,7.48,4.46,31,75,75,303,303,105,105,32.1,32.1,5.3,5.3,1.68,1.68,7.48,7.48,4.46,4.46,31,31,1
"217","LV","CB",71.9,194.2,125.65,31.43,4.44,1.57,6.87,4.15,36.02,68.4,75.4,176,211,120,135,30,33.2,4.3,4.56,1.48,1.63,6.68,7.29,4.06,4.56,33.5,41,14
"218","LV","DI",74.9,301.4,111.39,32.72,4.99,1.75,7.66,4.64,30.32,72.5,77.1,274,334,92,120,31.9,33.9,4.73,5.41,1.65,1.86,7.15,8.41,4.25,5.05,21.5,38,13
"219","LV","ED",76,257.2,123.99,33.92,4.69,1.65,7.15,4.28,37.05,74,78,238,285,110,136,29.6,35.6,4.43,4.88,1.57,1.75,6.89,7.59,4.13,4.57,30.5,41,12
"220","LV","G",75.6,319,103.5,33.08,5.25,1.83,7.87,4.75,28.39,74.6,77.4,311,336,97,108,32,34.1,4.93,5.51,1.66,1.93,7.51,8.25,4.63,4.87,26.5,30,6
"221","LV","HB",70.7,213.6,119.27,31.54,4.52,1.57,6.95,4.24,35.3,68.2,74.6,194,232,112,132,29.6,34,4.33,4.69,1.48,1.69,6.81,7.12,4.08,4.65,31.5,39.5,7
"222","LV","LB",73.5,237.2,122.43,32.37,4.61,1.61,7.03,4.24,34.96,72.2,75.2,227,246,115,127,30.8,33.6,4.41,4.78,1.54,1.68,6.65,7.49,4,4.5,31,38,10
"223","LV","QB",74.8,214.7,111.25,31.92,4.78,1.67,7.21,4.27,32.71,74,76,213,217,110,113,31.4,33,4.69,4.95,1.64,1.71,7.21,7.22,4.2,4.39,28.5,34.5,4
"224","LV","S",72.4,208.6,124.02,31.8,4.46,1.57,7.07,4.29,36.14,70,75.9,190,226,116,141,30.6,33.1,4.4,4.62,1.51,1.63,6.87,7.12,4.19,4.4,31,44,9
"225","LV","T",78.4,313.9,111.88,34.3,5.17,1.79,7.74,4.7,29.26,76.8,80.6,303,343,95,121,33.5,35.4,4.95,5.57,1.67,1.93,7.34,8.31,4.49,5.01,20.5,34.5,10
"226","LV","TE",76.4,251.2,118.05,32.75,4.72,1.67,7.24,4.43,32.43,75.2,78,242,269,112,121,31.6,34,4.48,4.81,1.62,1.72,7.08,7.32,4.11,4.57,30.5,36.5,6
"227","LV","WR",72.1,201.1,123.32,31.17,4.4,1.58,6.82,4.13,36.82,69,76.5,182,224,116,131,29.1,33,4.27,4.66,1.48,1.64,6.7,7.15,3.98,4.49,33,42,11
"228","MIA","C",77,303,96,32.25,5.12,1.85,7.66,4.64,25,77,77,303,303,96,96,32.2,32.2,5.12,5.12,1.85,1.85,7.66,7.66,4.64,4.64,25,25,1
"229","MIA","CB",71.6,193.5,126.19,31.39,4.48,1.56,6.9,4.12,35.3,69.5,74.5,180,201,114,134,30.1,32.8,4.39,4.61,1.49,1.63,6.52,7.18,3.82,4.32,29.5,38.5,11
"230","MIA","DI",76.3,315.4,107.29,33.44,5.11,1.78,7.84,4.69,29.44,74.6,78.1,293,329,103,111,32.4,34.8,5,5.3,1.76,1.83,7.49,7.95,4.55,4.91,28,34,7
"231","MIA","ED",76.5,254.5,119.54,33.16,4.65,1.63,7.15,4.32,33.66,74.1,78.2,232,276,109,125,32.4,33.9,4.54,4.89,1.51,1.72,6.89,7.47,4.13,4.5,31,39,9
"232","MIA","G",76.6,313,107.09,33.8,5.19,1.82,7.91,4.78,28.14,75.1,77.1,304,337,99,111,32.2,34.6,5.08,5.34,1.81,1.84,7.83,7.99,4.71,4.93,25.5,29,7
"233","MIA","HB",71.4,214.5,119.58,31.38,4.48,1.57,7.05,4.26,34.03,68.5,73.5,189,236,111,123,29.1,32.8,4.32,4.8,1.49,1.71,6.91,7.31,4.08,4.4,30.5,39.5,10
"234","MIA","LB",73.7,235.8,121.72,32.38,4.59,1.6,7.05,4.23,36.23,72,75.1,229,243,111,129,30.8,33.4,4.47,4.67,1.52,1.64,6.88,7.25,3.96,4.39,33,42,7
"235","MIA","QB",73.9,218.6,106.54,31.5,4.7,1.74,7.3,4.43,28.57,72,75.9,213,221,103,112,30.5,32.6,4.65,5.22,1.62,1.81,7,7.49,4.28,4.52,27,31,4
"236","MIA","S",72.2,203.9,122.36,31.05,4.46,1.54,7.06,4.24,34.92,71.1,72.6,191,211,118,127,30.1,31.4,4.4,4.49,1.51,1.59,6.94,7.19,4.14,4.48,33,42,6
"237","MIA","T",77.5,314.3,107.52,33.98,5.21,1.79,7.66,4.63,29.25,76.9,78.5,298,323,103,115,32.4,36.2,5.07,5.34,1.73,1.86,7.39,7.95,4.56,5.02,26.5,31,8
"238","MIA","TE",76.9,251.9,121.45,33.24,4.66,1.62,7.11,4.3,35.29,74.1,77.5,231,262,110,131,31.8,34.1,4.52,4.82,1.56,1.67,6.76,7.41,4.1,4.52,29.5,41,8
"239","MIA","WR",71.9,198.1,121.65,31.73,4.51,1.59,7.17,4.35,35.16,65.9,75,165,235,110,131,29.6,33.5,4.31,4.77,1.51,1.73,6.87,7.56,4.03,4.59,28.5,40,13
"240","MIN","C",74.8,305,102.3,32.26,5.06,1.75,7.59,4.59,28.45,74.6,74.9,303,306,99,104,31.8,33.2,4.92,5.32,1.69,1.87,7.41,7.94,4.53,4.71,23.5,31,2
"241","MIN","CB",71.8,192.3,125.52,31.54,4.47,1.57,7.08,4.3,36.9,70,74.2,178,213,112,133,29.5,33.6,4.31,4.64,1.53,1.64,6.7,7.31,4.07,4.65,29.5,41,17
"242","MIN","DI",75.1,298.2,105.58,32.41,5.05,1.75,7.58,4.69,29.56,73,76.9,283,316,100,111,31.6,33.4,4.75,5.4,1.67,1.91,7.39,8.01,4.39,5,26,32.5,9
"243","MIN","ED",76.2,267.3,116.87,33.64,4.77,1.66,7.27,4.41,33.27,74,77.4,252,285,105,130,31.2,35.2,4.57,5.07,1.57,1.77,6.95,7.62,4.29,4.59,31,38.5,14
"244","MIN","G",76.4,310.2,104.21,33.56,5.12,1.76,7.67,4.66,26.59,74.1,78,295,321,94,121,32.5,34.2,4.88,5.48,1.68,1.86,7.26,8.13,4.43,4.9,20.5,34.5,11
"245","MIN","HB",70.5,211.5,123.23,31.33,4.46,1.55,7.08,4.33,34.45,68.9,72.2,204,221,116,132,30.2,32.4,4.29,4.67,1.46,1.59,6.75,7.4,4.12,4.53,30.5,40.5,6
"246","MIN","LB",74.3,240.2,120.12,32.13,4.66,1.63,7.01,4.2,35.07,72.2,76.9,225,255,110,125,30.1,34,4.41,4.89,1.51,1.69,6.82,7.49,4.11,4.38,28.5,39,16
"247","MIN","QB",74,219.6,114.53,32.47,4.67,1.63,7,4.15,32.22,72,75.8,207,235,108,116,29.8,33.5,4.59,4.81,1.59,1.69,6.85,7.26,4.09,4.48,28.5,34,5
"248","MIN","S",73.5,206.5,124.07,32.06,4.53,1.55,6.81,4.19,34.87,71,76,194,243,100,133,29.5,34.2,4.37,5.16,1.45,1.85,6.63,7.19,3.97,4.6,27.5,38.5,10
"249","MIN","T",77.7,311.3,103.93,34.5,5.04,1.8,7.48,4.67,28.08,76,78.9,297,329,94,111,32.9,35.5,4.82,5.39,1.7,1.93,7.14,8.04,4.5,5.05,22.5,32.5,11
"250","MIN","TE",76.3,251.9,114.48,32.56,4.73,1.68,7.19,4.33,34.27,74.4,78.6,242,262,109,135,31.5,33.6,4.57,5.02,1.59,1.8,6.93,7.32,4.19,4.45,30,38,9
"251","MIN","WR",72.8,201,123.13,32.07,4.48,1.57,7.05,4.26,35.62,69.6,76,173,227,115,131,30.2,34.1,4.38,4.64,1.48,1.62,6.65,7.28,4.03,4.43,29.5,39,16
"252","NE","C",75.4,314.3,100.59,33.26,5.29,1.8,8.1,4.88,25.75,74.8,75.9,305,327,97,108,32.9,33.9,5.15,5.44,1.74,1.83,7.9,8.46,4.73,5.02,21.5,30.5,4
"253","NE","CB",71.9,195.3,125.37,31.36,4.47,1.58,6.8,4.15,36.86,68,75.6,171,215,116,133,28.9,32.8,4.33,4.64,1.48,1.66,6.39,7.03,4.01,4.63,32.5,43,16
"254","NE","DI",74.8,307.9,103.45,33.3,5.05,1.7,7.87,4.59,29.44,73.8,76.1,288,329,98,111,32.5,34.6,4.93,5.19,1.57,1.81,7.66,8.03,4.59,4.62,29,30,5
