"","team","projected_position","avgheight","avgweight","avgbroad","avgarm","avgfourty","avgten","avgthree","avgshuttle","avgvert","minheight","maxheight","minweight","maxweight","minbroad","maxbroad","minarm","maxarm","minfourty","maxfourty","minten","maxten","minthree","maxthree","minshuttle","maxshuttle","minvert","maxvert","players"
"255","NE","ED",76.2,266.3,118.19,33.82,4.77,1.67,7.11,4.36,33.95,74,77.5,248,293,100,124,32,35.6,4.59,5.1,1.57,1.76,6.9,7.82,4.07,4.69,29.5,37,13
"256","NE","G",75.8,313,110.4,32.57,5.12,1.78,7.52,4.67,27.62,73.4,76.9,295,344,96,120,31.2,34.4,4.95,5.52,1.71,1.88,7.44,8.15,4.5,5.27,23,32,10
"257","NE","HB",70.6,215.5,117.85,30.96,4.55,1.61,6.97,4.26,34.88,69.1,71.6,204,230,112,126,29.2,31.9,4.37,4.65,1.51,1.67,6.78,7.39,4.2,4.47,31.5,38.5,8
"258","NE","LB",74,248.8,117.24,32.66,4.63,1.64,7.3,4.45,32.96,71.2,76,208,265,111,129,30.5,33.6,4.45,4.84,1.52,1.71,6.89,7.55,4.2,4.64,29.5,38.5,13
"259","NE","QB",75.2,226,111.35,32.3,4.9,1.71,7.1,4.38,30.06,72.5,78.8,215,253,103,116,31,34.4,4.68,5.37,1.6,1.84,7.04,7.28,4.26,4.53,24,32,7
"260","NE","S",72.4,209.9,124.52,32.4,4.54,1.6,6.9,4.23,36.04,70.8,75,196,221,111,134,30.8,33.5,4.49,4.65,1.56,1.62,6.59,7.04,4.04,4.4,32,42,7
"261","NE","T",77.4,317.6,107.11,34.15,5.1,1.81,7.77,4.67,30.53,74.4,80.2,302,358,97,110,33.4,35.5,4.96,5.28,1.77,1.88,7.44,8.41,4.34,5,23.5,33,10
"262","NE","TE",76,257.1,116.81,32.78,4.77,1.66,7.08,4.29,31.57,75,77.8,253,266,108,125,30.5,34.4,4.71,4.94,1.62,1.76,6.99,7.15,4.19,4.51,29,34,5
"263","NE","WR",72.9,202.9,125.17,32.16,4.42,1.53,7.05,4.29,36.01,67,74.8,179,228,112,134,28,33.1,4.28,4.53,1.41,1.62,6.68,7.25,4.1,4.39,29,39.5,12
"264","NO","C",75.9,303,107,33,4.89,1.72,8.28,4.62,31,75.9,75.9,303,303,107,107,33,33,4.89,4.89,1.72,1.72,8.28,8.28,4.62,4.62,31,31,1
"265","NO","CB",72.1,199.3,125.32,31.45,4.47,1.54,6.91,4.23,37.08,70.6,74.6,189,218,110,132,30,32.6,4.36,4.61,1.47,1.65,6.69,7.08,4.13,4.33,32,41.5,10
"266","NO","DI",75.1,308.1,112.4,33.51,5.02,1.74,7.45,4.58,31.23,73.1,77,294,346,100,119,32.5,35.1,4.86,5.21,1.66,1.82,7.2,7.8,4.38,4.94,24.5,34.5,7
"267","NO","ED",76.5,266.4,120.79,33.82,4.69,1.65,7.09,4.36,33.97,74,77.8,246,287,112,132,31.2,35.4,4.57,4.93,1.52,1.72,6.7,7.43,4.2,4.56,30.5,42.5,10
"268","NO","G",77,311.4,106.32,33.69,5.17,1.8,7.96,4.65,31.09,74.8,78.9,307,324,85,113,31.2,34.4,5.08,5.44,1.77,1.88,7.91,8.04,4.62,4.92,23,33,4
"269","NO","HB",69.8,212.3,127.34,31.61,4.53,1.59,7.04,4.31,38.39,66.8,72.2,193,215,109,135,29.9,32.8,4.4,4.61,1.54,1.68,6.67,7.22,4.15,4.4,29,41.5,6
"270","NO","LB",74.7,240.9,120.08,32.99,4.57,1.59,7.01,4.24,35.33,72.8,75.8,228,250,114,125,32.1,34.6,4.42,4.71,1.51,1.65,6.63,7.19,4.03,4.38,30.5,39.5,10
"271","NO","QB",73.1,212.5,117.44,30.35,4.71,1.65,6.99,4.29,33.88,72,76,207,237,114,121,29.8,32,4.65,4.75,1.62,1.71,6.97,7.01,4.19,4.35,32.5,35,4
"272","NO","S",71.9,206.4,123.53,32.23,4.57,1.59,6.83,4.16,37.29,70.5,73.2,199,214,119,129,30,32.6,4.48,4.63,1.54,1.61,6.78,6.94,4.06,4.43,30.5,43.5,7
"273","NO","T",78.1,314.7,110.17,33.74,4.96,1.71,7.46,4.71,29.93,76,79.1,299,325,95,112,32.2,34.2,4.71,5.67,1.65,1.9,7.25,8.03,4.62,5.12,25.5,34.5,8
"274","NO","TE",76.8,253.8,115.18,32.85,4.78,1.65,6.88,4.28,31.98,76,77,249,255,114,120,32.6,33.8,4.7,4.8,1.65,1.65,6.78,7.27,4.27,4.34,31,36,2
"275","NO","WR",72.5,196.7,124.89,31.72,4.43,1.53,6.86,4.11,34.46,69.8,75.5,187,215,120,133,30.5,34.5,4.33,4.57,1.45,1.6,6.76,7.42,3.81,4.5,32,39.5,8
"276","NYG","C",75.2,299.4,105.08,33.03,5.22,1.81,7.93,4.6,27.34,75,75.4,298,301,104,106,32.6,33.4,5.1,5.35,1.78,1.84,7.93,7.93,4.56,4.63,25.5,29.5,2
"277","NYG","CB",71.9,194.2,125.9,30.97,4.42,1.57,6.96,4.17,36.76,69.8,73.9,175,206,118,136,29.5,32.1,4.35,4.52,1.49,1.65,6.74,7.08,4.08,4.31,31.5,42,13
"278","NYG","DI",75.3,317.7,105.29,33.51,5.09,1.77,7.6,4.63,28.47,73.6,77.4,286,342,95,112,32.5,34.8,4.84,5.31,1.66,1.89,7.28,8.21,4.4,5.09,25,34.5,11
"279","NYG","ED",75.9,252.7,122.58,33.63,4.65,1.61,7.21,4.36,35.02,74,78.5,233,267,113,130,31.4,34.6,4.5,4.95,1.56,1.72,7,7.36,4.19,4.57,30,41.5,11
"280","NYG","G",76.1,315.5,104.08,32.77,5.16,1.79,7.64,4.71,26.93,74.4,78.5,307,340,95,110,32,35.5,5.11,5.31,1.75,1.85,7.43,8.13,4.56,5.09,24,28.5,7
"281","NYG","HB",71.3,221.9,126.13,31.13,4.45,1.56,7.17,4.2,38.78,69.5,72.6,206,233,117,132,29.2,32.6,4.38,4.62,1.51,1.62,6.87,7.51,4.06,4.48,29.5,41,9
"282","NYG","LB",73.5,238.6,118.58,32.13,4.67,1.61,7.02,4.3,34.68,72,75.8,219,242,116,125,30.9,33.2,4.55,4.75,1.54,1.71,6.88,7.27,4.15,4.51,31.5,36.5,8
"283","NYG","QB",76.2,223.4,114.5,32.27,4.84,1.66,7.03,4.34,32.36,74.1,77.1,221,229,105,120,30.6,33.1,4.79,5.06,1.62,1.83,6.92,7.34,4.07,4.53,28.5,33.5,4
"284","NYG","S",72.5,208.7,121.21,31.14,4.58,1.61,7.12,4.29,35.23,70.5,76.8,193,228,108,129,30,32.2,4.49,4.69,1.53,1.66,6.72,7.38,4,4.45,32.5,38,10
"285","NYG","T",78.2,324.2,105.19,35.02,5.25,1.86,7.76,4.76,28.78,76,79.5,306,337,95,113,33,36.6,5.03,5.61,1.75,1.97,7.58,8.13,4.66,5.15,26,30.5,9
"286","NYG","TE",75.8,244.3,125.96,33.21,4.51,1.57,6.99,4.32,35.96,75,77.1,234,264,117,135,32.5,34.4,4.42,4.64,1.52,1.64,6.92,7.1,4.23,4.47,32.5,39.5,4
"287","NYG","WR",71.1,192.4,125.94,31.43,4.45,1.55,6.92,4.19,37.79,68,74.9,176,216,118,136,27.6,33,4.39,4.55,1.49,1.59,6.69,7.07,3.94,4.36,31,41,9
"288","NYJ","C",78,313,NA,32.75,NA,NA,NA,NA,NA,78,78,313,313,Inf,-Inf,32.8,32.8,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,Inf,-Inf,1
"289","NYJ","CB",72.8,196.9,123.53,32.3,4.42,1.53,6.84,4.42,36.61,70,75,179,220,117,140,30.2,33.5,4.3,4.65,1.46,1.61,4.12,7.31,4.1,6.84,32.5,42.5,12
"290","NYJ","DI",75.6,307.4,109.88,34.09,4.96,1.74,7.49,4.59,30.1,74.5,76.9,294,346,102,116,32.2,35.2,4.81,5.29,1.67,1.85,7.31,7.92,4.53,4.88,26,32,9
"291","NYJ","ED",75.7,260.1,117.6,33.56,4.75,1.66,7.31,4.48,33.46,72.8,77.8,239,284,102,132,30.2,34.9,4.64,5.01,1.58,1.75,6.85,7.67,4.22,4.78,29.5,36.5,10
"292","NYJ","G",76.4,316.5,103.33,33.53,5.3,1.84,7.75,4.78,27.86,75.6,77.5,308,330,100,107,32,35.4,5.19,5.42,1.77,1.95,7.51,8.14,4.62,4.89,23.5,31.5,5
"293","NYJ","HB",70.4,212.4,123.12,30.97,4.48,1.57,7.05,4.22,37.78,67.9,71.5,185,239,118,129,29.1,32,4.39,4.62,1.49,1.66,6.81,7.26,3.98,4.56,34,41,8
"294","NYJ","LB",74,239.6,126.45,32.84,4.55,1.59,7.15,4.27,34.83,71.2,76.6,232,254,115,133,30.1,34,4.47,4.91,1.54,1.7,6.95,7.46,4.12,4.69,32,38.5,6
"295","NYJ","QB",74.8,219.7,112.14,31.37,4.79,1.66,7.04,4.37,29.77,72,76,214,230,105,124,30.6,33.4,4.58,4.89,1.6,1.73,6.91,7.51,4.13,4.64,26.5,34,8
"296","NYJ","S",72,209.7,118.7,32.4,4.55,1.59,7,4.23,33.44,71.1,75.2,196,216,115,126,30.5,34.5,4.39,4.75,1.53,1.66,6.94,7.15,4.13,4.45,31.5,42,9
"297","NYJ","T",77.5,326.6,106.27,34.05,5.16,1.78,7.65,4.61,28.52,75.5,79.4,307,364,101,112,32.1,35.6,5.1,5.32,1.75,1.87,7.3,8.09,4.53,4.7,24.5,32,7
"298","NYJ","TE",76.9,259,117.44,33.63,4.76,1.66,7.29,4.37,33.29,75.5,79,250,267,114,128,32.8,34.8,4.55,4.89,1.57,1.71,6.87,7.42,4.12,4.59,31,40,6
"299","NYJ","WR",72.2,194.6,124.17,31.89,4.42,1.56,6.83,4.26,36.52,68.9,76,165,225,119,133,30,34,4.35,4.6,1.49,1.63,6.66,7.29,3.99,4.48,34,39.5,14
"300","PHI","C",76.4,311.8,117.19,32.86,4.91,1.72,7.2,4.42,32.9,74.6,78,280,326,110,119,32.5,33.4,4.89,4.92,1.71,1.76,7.19,7.22,4.14,4.49,30.5,33.5,3
"301","PHI","CB",71.9,195.5,122.78,31.28,4.46,1.55,6.91,4.17,35.83,69.1,74,182,209,113,130,29.5,32.4,4.36,4.61,1.5,1.6,6.51,7.21,3.97,4.5,31.5,40.5,12
"302","PHI","DI",75.8,312.4,111.81,33.58,4.84,1.66,7.2,4.52,29.99,73.1,78.4,275,341,103,123,30.6,34.5,4.62,5.38,1.63,1.79,6.87,7.65,4.25,4.67,25,38.5,10
"303","PHI","ED",75.4,254.4,119.02,33.07,4.7,1.64,7.14,4.43,34.53,72.4,80.9,231,302,105,128,32,36,4.39,4.89,1.5,1.76,6.9,7.48,4,4.6,29,41.5,14
"304","PHI","G",75.3,306.7,98.02,33.68,5.28,1.81,7.5,4.57,26.55,73.9,75.9,301,310,92,108,32.8,34.2,5.13,5.36,1.69,1.89,7.27,7.61,4.44,4.62,26,30,3
"305","PHI","HB",69.7,200.4,119.75,29.94,4.49,1.58,6.95,4.28,34.77,66.6,71.5,175,223,112,124,28.1,30.6,4.47,4.56,1.54,1.62,6.83,7.26,4.18,4.46,33.5,36,6
"306","PHI","LB",72.2,232.8,122.38,31.8,4.58,1.6,6.89,4.25,35.8,69.6,74.4,218,246,109,127,31,33.5,4.44,4.89,1.53,1.71,6.68,7.17,4.15,4.46,30.5,39.5,10
"307","PHI","QB",76.2,232.9,118.35,32.69,4.8,1.67,6.94,4.31,31.56,73,78,222,243,112,125,30.6,34.2,4.59,5.14,1.6,1.77,6.86,7.22,4.15,4.68,30.5,35,6
"308","PHI","S",71.3,203.6,124.01,31.42,4.53,1.55,6.93,4.18,35.79,69.8,73.1,184,212,113,134,28.8,32.2,4.44,4.62,1.46,1.68,6.76,7.18,4.07,4.49,30,42,8
"309","PHI","T",77.7,312.4,114.09,34.18,4.94,1.72,7.52,4.58,30.57,74.9,80.1,303,346,96,118,32.8,35.5,4.72,5.6,1.68,1.98,7.31,8.26,4.4,5,24.5,34,10
"310","PHI","TE",76.7,251.2,115.57,32.76,4.74,1.67,7.06,4.39,32.55,75.9,77,241,256,111,121,31.6,34,4.62,4.76,1.59,1.68,7.02,7.09,4.3,4.47,30.5,35,3
"311","PHI","WR",72.7,199.4,124.71,32.29,4.47,1.58,7.06,4.31,36.99,70.6,76,170,225,116,138,31.2,33.2,4.42,4.53,1.52,1.63,6.83,7.31,4.07,4.46,32,42,11
"312","PIT","C",77.4,297,111,33.12,5.11,1.73,7.4,4.64,29,77.4,77.4,297,297,111,111,33.1,33.1,5.11,5.11,1.73,1.73,7.4,7.4,4.64,4.64,29,29,1
"313","PIT","CB",71.9,191.5,125.07,32.02,4.47,1.56,6.87,4.19,35.19,68.6,75.4,176,205,116,134,29.4,34,4.43,4.58,1.52,1.63,6.59,7.68,4,4.5,31.5,39.5,13
"314","PIT","DI",76.1,306.7,106.7,33.48,5.06,1.77,7.57,4.67,28.78,73.4,78.5,283,352,96,112,31.2,36.6,4.82,5.3,1.67,1.92,7.2,8.01,4.49,5.09,20.5,34.5,12
"315","PIT","ED",75,251.4,123.73,32.53,4.66,1.63,7.23,4.42,35.65,72.4,76,230,269,111,138,30.8,33.5,4.5,4.79,1.58,1.72,6.75,7.52,4.13,4.71,30.5,42,11
"316","PIT","G",75.9,312.8,103.13,32.54,5.19,1.8,7.56,4.65,30.76,73.6,77,305,320,90,119,32.1,34.4,4.85,5.36,1.69,1.89,7.3,8.42,4.56,5.03,24.5,35.5,6
"317","PIT","HB",71.5,217.1,118.48,31.73,4.51,1.58,6.88,4.22,32.6,67.8,73.6,173,233,113,126,30.4,33.4,4.26,4.66,1.49,1.65,6.5,7.14,3.93,4.4,29,39,9
"318","PIT","LB",72.1,233.8,124.35,31.88,4.5,1.57,7.04,4.25,38.89,71,76,224,238,111,130,29.5,32.4,4.38,4.81,1.51,1.71,6.91,7.53,4.03,4.67,31,42,9
"319","PIT","QB",75.6,222.1,119.49,31.82,4.82,1.64,6.95,4.42,31.3,73.2,76.6,213,235,111,122,30.9,33,4.64,5.11,1.56,1.77,6.75,7.12,4.3,4.56,26,33.5,5
"320","PIT","S",72.1,212.2,129.86,31.83,4.49,1.57,6.82,4.14,38.85,68.9,74.1,201,220,109,134,30.6,32.8,4.42,4.64,1.55,1.6,6.64,7.13,3.97,4.37,27,41.5,6
"321","PIT","T",77.7,316.7,103.45,34.28,5.19,1.83,7.9,4.89,28.35,74.9,79.2,303,330,98,110,33.2,34.8,4.97,5.41,1.74,1.93,7.56,8.19,4.67,5.02,23,30.5,7
"322","PIT","TE",77.5,256.1,117.56,33.24,4.76,1.66,7.42,4.32,32.18,71.1,80.1,233,265,110,122,31.9,34.4,4.64,4.9,1.57,1.8,7.18,7.53,4.08,4.53,29.5,37.5,7
"323","PIT","WR",72.9,206.5,123.16,32.38,4.49,1.56,7.04,4.21,35.67,67.8,76.2,170,238,114,135,30,33.4,4.32,4.72,1.44,1.63,6.79,7.3,4.02,4.45,30,41,13
"324","SEA","C",77.2,320.4,111,32.89,5.07,1.75,7.59,4.79,29.5,73.8,77.9,299,325,111,111,30,33.5,5.07,5.07,1.75,1.75,7.59,7.59,4.79,4.79,29.5,29.5,2
"325","SEA","CB",72.3,192.4,125.17,31.7,4.45,1.57,7.02,4.3,36.26,69,76.1,181,220,115,132,30.4,33.9,4.26,4.6,1.47,1.61,6.82,7.31,3.96,4.49,32.5,42,14
"326","SEA","DI",75.5,298.4,106.46,33.7,5.01,1.75,7.72,4.67,28.42,73.2,77.8,283,323,84,119,32,34.8,4.76,5.23,1.55,1.84,7.16,8.13,4.36,5.07,22.5,38,15
"327","SEA","ED",75.3,257,118.19,33.33,4.65,1.64,7,4.19,34.12,72.4,77.4,227,275,108,123,32.1,35.4,4.38,4.95,1.54,1.72,6.7,7.51,4.03,4.62,28.5,38.5,12
"328","SEA","G",76.2,315.9,105.1,33.47,5.25,1.82,7.82,4.69,28.14,74,78,298,327,93,113,33,35.1,4.97,5.51,1.69,1.96,7.4,8.32,4.41,4.95,24,36,10
"329","SEA","HB",70.7,216.7,121.52,31.26,4.49,1.56,7.08,4.31,35.55,69.2,72.5,199,228,113,130,30.2,33.2,4.38,4.62,1.5,1.63,6.69,7.69,4.02,4.69,28.5,43,13
"330","SEA","LB",73.8,244.3,125.3,32.81,4.55,1.6,7.07,4.26,36.25,72,75.8,226,261,116,132,31.2,34.5,4.44,4.71,1.55,1.69,6.85,7.26,4,4.54,32,42,11
"331","SEA","QB",71.4,205.8,116.92,31.05,4.55,1.59,7.02,4.16,33.73,70.6,75,204,214,112,118,31,31.2,4.53,4.62,1.59,1.6,6.97,7.27,4.09,4.5,32.5,34,2
"332","SEA","S",72,209.3,117.01,31.6,4.54,1.6,7.01,4.27,33.79,69.8,73,196,218,115,125,30.2,33,4.44,4.62,1.54,1.65,6.79,7.16,4.09,4.36,31,39,7
"333","SEA","T",77,315.1,109.19,34.41,5.1,1.77,7.73,4.65,28.61,74.5,80,307,332,95,115,32.8,36,4.92,5.55,1.64,1.92,7.09,8.19,4.4,5.06,23,33.5,10
"334","SEA","TE",77.5,256.1,112.53,33.65,4.79,1.67,7.08,4.33,31.67,75.8,79.2,251,262,109,122,33.2,34.2,4.51,4.89,1.53,1.72,7.05,7.15,4.2,4.46,28,38,4
"335","SEA","WR",72.5,200.8,124.16,31.65,4.44,1.57,6.93,4.21,36.24,68.8,77.2,175,229,114,135,29.9,34.9,4.33,4.64,1.47,1.66,6.57,7.38,3.93,4.5,31,40.5,16
"336","SF","C",75,314.1,105,33.15,5.17,1.82,7.59,4.86,32.5,74.8,75.2,308,320,105,105,32.2,34,5.02,5.28,1.81,1.85,7.59,7.59,4.68,4.93,32.5,32.5,4
"337","SF","CB",71.9,191.9,125.2,31.68,4.43,1.56,6.94,4.24,37.91,69,74.8,171,200,117,139,30.4,33.1,4.32,4.51,1.51,1.62,6.82,7.29,4.06,4.52,33.5,40.5,18
"338","SF","DI",77.1,299.5,115.21,34.38,5.01,1.75,7.53,4.49,31.66,72.6,79,276,324,108,116,32.5,34.9,4.87,5.29,1.66,1.77,7.51,7.73,4.47,4.65,28.5,32,7
"339","SF","ED",75.9,268.3,119.07,33.6,4.78,1.65,7.19,4.35,33.58,73,79.1,243,293,105,126,32.4,35.4,4.48,5.15,1.52,1.75,6.91,7.95,4.14,4.77,28.5,35,13
"340","SF","G",76.5,313.1,101.41,33.65,5.25,1.85,7.77,4.79,28.67,75,78.1,299,325,98,111,32.2,34.8,5.09,5.35,1.77,1.91,7.44,8.13,4.5,5,25,31,8
"341","SF","HB",70.4,211.5,120.16,31.29,4.51,1.57,6.98,4.24,34.45,67.2,72.4,194,230,113,128,29.2,33.4,4.35,4.66,1.49,1.69,6.74,7.25,4.12,4.56,30,37.5,10
"342","SF","LB",73.1,239.3,118.9,32.09,4.71,1.62,7.08,4.32,34.49,71,75.4,220,254,112,127,29.2,34,4.49,4.83,1.55,1.68,6.9,7.31,4.27,4.56,30.5,38.5,9
"343","SF","QB",75.7,225.8,115.06,31.95,4.56,1.63,6.93,4.21,31.86,70.6,76.6,212,234,113,122,29,33.5,4.53,4.84,1.57,1.65,6.85,7.21,4.18,4.45,27,32.5,6
"344","SF","S",72.6,210.5,127.3,32.46,4.55,1.57,7.03,4.24,36.21,69.6,73.4,195,221,117,134,30.8,33.6,4.38,4.65,1.5,1.61,6.87,7.24,4.06,4.31,32.5,40.5,8
"345","SF","T",79.1,312.4,104.65,33.94,5.23,1.8,7.8,4.73,28.2,76.1,80.5,306,355,94,110,32.5,36,5.13,5.3,1.67,1.89,7.54,8.23,4.67,4.78,23.5,30,7
"346","SF","TE",76.5,253,119.33,33.09,4.73,1.68,7.06,4.38,33.3,75.5,78.2,241,267,108,132,31.1,34.4,4.52,4.92,1.59,1.73,6.76,7.31,4.07,4.53,32,35,8
"347","SF","WR",72.2,201.8,123.44,32.11,4.49,1.57,6.9,4.13,37.03,68,76.8,181,226,115,128,28.8,33.5,4.33,4.72,1.44,1.65,6.64,7.38,3.95,4.37,29,40,16
"348","TB","CB",71.8,197.8,125.13,31.71,4.49,1.57,6.99,4.19,37.12,69.9,74,177,206,118,130,30.5,33.9,4.3,4.61,1.49,1.64,6.85,7.3,3.98,4.53,32,41.5,11
"349","TB","DI",75.8,317.5,103.93,32.68,5.04,1.73,7.51,4.57,29.13,72.6,78.1,283,347,91,107,31.5,33.5,4.75,5.45,1.66,1.86,7.25,7.97,4.44,5,24.5,30,6
"350","TB","ED",75.3,268.3,115.66,33.03,4.75,1.65,7.12,4.33,34.2,73,79,241,281,110,128,30.6,34.9,4.51,4.96,1.56,1.76,6.93,7.3,4.13,4.59,28.5,38.5,12
"351","TB","G",77,307.2,104.36,32.95,5.14,1.79,7.57,4.63,28.63,75.9,78,302,313,97,108,32.2,35.5,4.98,5.39,1.71,1.87,7.33,8.04,4.47,4.84,26.5,30.5,5
"352","TB","HB",70.4,214.7,119.67,30.96,4.48,1.6,7.02,4.27,36.03,67.9,72.4,188,247,112,126,30,31.8,4.33,4.8,1.48,1.64,6.79,7.51,4.16,4.62,32,40.5,10
"353","TB","LB",72.7,231.3,119,32.28,4.55,1.61,7.14,4.27,36.06,70.9,74.2,213,245,110,125,30.1,33.6,4.42,4.75,1.56,1.68,6.97,7.38,4.17,4.45,29,41.5,14
"354","TB","QB",76.5,230.9,104.62,32.36,4.99,1.74,7.2,4.43,28.71,75.8,79.1,225,236,102,113,32,33.1,4.94,5.1,1.74,1.75,7.08,7.49,4.36,4.6,26.5,31.5,3
"355","TB","S",70.6,199.4,124.13,31.03,4.53,1.58,6.87,4.17,37.56,69.1,74.1,184,205,116,132,29.8,32.9,4.33,4.7,1.46,1.68,6.48,7.16,3.94,4.31,34,41.5,6
"356","TB","T",77,321.3,112.53,33.88,5.04,1.75,7.76,4.76,32.78,76.4,77.6,306,338,104,121,32.2,34.5,4.85,5.27,1.68,1.82,7.58,8.15,4.65,5.11,27.5,36.5,5
"357","TB","TE",77.5,255.2,118.5,33.46,4.62,1.61,6.94,4.28,31.34,76.4,78,250,262,111,121,32.8,33.8,4.51,4.98,1.55,1.8,6.85,7.15,4.16,4.53,30,34.5,7
"358","TB","WR",73.6,210.8,122.9,32.99,4.47,1.57,6.98,4.19,36.48,67.6,76.8,174,231,113,129,29.2,35.1,4.33,4.53,1.51,1.64,6.66,7.13,4,4.27,29.5,41.5,9
"359","TEN","C",75,311,105.09,32.44,5.13,1.79,7.43,4.7,26.61,74.4,75.9,306,314,96,108,32,33.5,4.99,5.5,1.74,1.93,7.31,7.66,4.58,4.74,26.5,27,3
"360","TEN","CB",71.1,191.8,122.07,30.74,4.48,1.56,6.86,4.23,35.38,69.4,72.9,186,203,116,128,28.9,32.8,4.33,4.62,1.52,1.64,6.6,7.34,4.06,4.36,31.5,41.5,11
"361","TEN","DI",74.9,305.3,105.69,33.17,5.08,1.78,7.54,4.61,29.07,72.6,76.4,275,322,99,128,32,34.5,4.8,5.35,1.66,1.85,7.03,7.89,4.25,4.78,26,33.5,9
"362","TEN","ED",75.7,261.7,116.41,33.59,4.76,1.63,7.11,4.34,32.89,74.4,77,242,277,110,130,31.6,35.5,4.59,4.88,1.57,1.69,6.88,7.45,4.19,4.51,29.5,36,9
"363","TEN","G",75.1,320.7,104.69,33.96,5.4,1.89,7.97,4.95,25.9,74,77.1,314,335,90,110,31.5,34.6,5.23,5.49,1.84,1.9,7.93,8.09,4.83,5.02,23.5,26.5,4
"364","TEN","HB",71.4,220.2,125.84,31.5,4.52,1.58,7.03,4.3,37.03,67.1,74.5,170,247,121,130,28.9,33,4.38,4.81,1.53,1.64,6.74,7.27,4,4.55,35.5,39,8
"365","TEN","LB",73.5,239.9,119.04,32.01,4.61,1.63,7.14,4.3,32.27,72,74.5,231,254,116,131,29.5,33.2,4.44,4.81,1.54,1.72,6.71,7.49,4.07,4.53,30,39.5,9
"366","TEN","QB",75.2,225,120.63,31.89,4.52,1.61,6.84,4.13,34.97,72.6,77,215,231,103,124,31.6,32.4,4.51,4.58,1.57,1.66,6.77,7.13,4.11,4.52,26.5,36,7
"367","TEN","S",71.7,207.4,116.28,31.8,4.48,1.58,6.92,4.17,36.7,71,74.9,196,221,108,123,30.1,33.5,4.41,4.69,1.54,1.63,6.73,7.26,4.1,4.26,30.5,38.5,9
"368","TEN","T",77.7,315.6,110.56,34,5.08,1.75,7.69,4.67,30.47,76,80.6,304,350,103,117,32.2,35.5,4.87,5.37,1.69,1.86,7.27,8.26,4.48,5.07,24.5,34.5,9
"369","TEN","TE",76.3,248.2,120.33,32.52,4.6,1.62,7.31,4.33,36.24,74.5,78.5,238,259,110,127,31.5,32.9,4.52,4.69,1.57,1.66,7.15,7.43,4.18,4.45,33.5,38,4
"370","TEN","WR",73.8,210.9,124.07,32.48,4.5,1.58,7.02,4.3,35.73,70.2,77.1,189,237,114,136,28.6,33.5,4.34,4.58,1.49,1.69,6.57,7.36,4.08,4.5,33,41.5,13
"371","WAS","C",75.2,307,107.44,32.56,5.29,1.82,7.86,4.61,29.64,74.9,75.6,300,312,97,111,32,33.2,5.17,5.54,1.71,1.93,7.6,8.14,4.47,4.7,22.5,34,5
"372","WAS","CB",72.4,189.2,124.52,31.77,4.44,1.54,6.85,4.19,36.33,69.2,75.2,166,206,113,136,29.6,32.6,4.35,4.62,1.48,1.64,6.63,7.4,4,4.46,33.5,39.5,13
"373","WAS","DI",75.4,304.7,105.45,33.43,5.02,1.74,7.56,4.71,27.42,73.8,76.2,286,329,96,109,31.9,34.6,4.95,5.37,1.66,1.89,7.42,7.95,4.46,4.91,23.5,30,7
"374","WAS","ED",76.4,260.9,120.86,33.8,4.69,1.65,7.19,4.39,33.61,74,77.8,242,271,107,128,31.5,35.8,4.41,5.07,1.54,1.78,6.78,7.73,4.2,4.77,28.5,39,13
"375","WAS","G",75.9,314.7,105.08,33.27,5.17,1.81,7.55,4.73,29.87,74,76.8,293,323,96,113,32.5,34.1,4.89,5.48,1.67,1.93,7.18,8.4,4.57,5.38,25.5,32.5,8
"376","WAS","HB",71.2,219.2,118.37,30.76,4.51,1.58,7.03,4.33,33.46,67,74.4,192,233,110,134,29,31.9,4.31,4.68,1.49,1.69,6.67,7.47,4.01,4.62,29,41.5,14
"377","WAS","LB",73.5,232.4,123.29,32.45,4.58,1.6,7.11,4.31,35.5,71,76.2,217,248,112,132,29.4,35.4,4.37,4.88,1.53,1.71,6.77,7.66,4.14,4.59,27,42,10
"378","WAS","QB",74.7,224.5,107.79,32.55,4.68,1.63,7.16,4.49,28.55,72.6,78.1,214,234,105,109,30.8,34.2,4.41,5.04,1.53,1.79,7.05,7.42,4.48,4.5,28.5,29,5
"379","WAS","S",71.8,202.4,124.85,31.65,4.47,1.52,6.85,4.24,37.27,69.9,74.4,194,212,109,133,30.6,33.4,4.34,4.65,1.44,1.62,6.56,7.14,4.03,4.41,31,44,11
"380","WAS","T",77.2,309.2,110.98,33.97,5.11,1.81,7.6,4.63,27.33,76,78,294,321,106,117,33,35.4,4.84,5.35,1.68,1.98,7.35,7.93,4.39,4.95,21.5,30.5,6
"381","WAS","TE",76,241.8,117.67,32.82,4.71,1.65,6.99,4.37,30.57,72.9,78.5,224,252,111,120,31,34.5,4.45,4.84,1.55,1.71,6.85,7.15,4.14,4.53,27,34.5,6
"382","WAS","WR",72.5,197.1,123.02,31.5,4.47,1.59,7.01,4.22,37.38,68.4,77.4,178,223,114,136,29.4,33,4.35,4.64,1.54,1.7,6.65,7.33,4.08,4.55,31,41,14
